Cuts,CoverCuts,FlowCoverCuts,LiftProjectCuts,MIRCuts,RelaxLiftCuts,SubMIPCuts,CutPasses,GomoryPasses,Gap
0,1,0,0,0,1,1,0,1,0.9529
0,1,0,0,0,1,1,1,0,0.6896
0,1,0,0,0,1,1,1,1,0.9872
0,1,0,0,0,1,1,2,0,0.9479
0,1,0,0,0,1,1,2,1,0.9347
0,1,0,0,0,1,2,0,0,0.9529
0,1,0,0,0,1,2,0,1,0.9529
0,1,0,0,0,1,2,1,0,0.9932
0,1,0,0,0,1,2,1,1,0.9932
0,1,0,0,0,1,2,2,0,0.9932
0,1,0,0,0,1,2,2,1,0.9932
0,1,0,0,1,0,1,0,0,0.9529
0,1,0,0,1,0,1,0,1,0.9529
0,1,0,0,1,0,1,1,0,0.9994
0,1,0,0,1,0,1,1,1,0.9994
0,1,0,0,1,0,1,2,0,0.9994
0,1,0,0,1,0,1,2,1,0.9994
0,1,0,0,1,0,2,0,0,0.9529
0,1,0,0,1,0,2,0,1,0.9529
0,1,0,0,1,0,2,1,0,0.9932
0,1,0,0,1,0,2,1,1,0.9932
0,1,0,0,1,0,2,2,0,0.9932
0,1,0,0,1,0,2,2,1,0.9932
0,1,0,0,1,1,1,0,0,0.9529
0,1,0,0,1,1,1,0,1,0.9529
0,1,0,0,1,1,1,1,0,0.9991
0,1,0,0,1,1,1,1,1,0.9991
0,1,0,0,1,1,1,2,0,0.9991
0,1,0,0,1,1,1,2,1,0.9991
0,1,0,0,1,1,2,0,0,0.9529
0,1,0,0,1,1,2,0,1,0.9529
0,1,0,0,1,1,2,1,0,0.9274
0,1,0,0,1,1,2,1,1,0.9932
0,1,0,0,1,1,2,2,0,0.9274
0,1,0,0,1,1,2,2,1,0.9932
0,1,0,1,0,0,1,0,0,0.9529
0,1,0,1,0,0,1,0,1,0.9529
0,1,0,1,0,0,1,1,0,0.9978
0,1,0,1,0,0,1,1,1,0.9926
0,1,0,1,0,0,1,2,0,0.9978
0,1,0,1,0,0,1,2,1,0.9427
0,1,0,1,0,0,2,0,0,0.9529
0,1,0,1,0,0,2,0,1,0.9529
0,1,0,1,0,0,2,1,0,0.9932
0,1,0,1,0,0,2,1,1,0.9932
0,1,0,1,0,0,2,2,0,0.9932
0,1,0,1,0,0,2,2,1,0.9932
0,1,0,1,0,1,1,0,0,0.9529
0,1,0,1,0,1,1,0,1,0.9529
0,1,0,1,0,1,1,1,0,0.6896
0,1,0,1,0,1,1,1,1,0.9872
0,1,0,1,0,1,1,2,0,0.9479
0,1,0,1,0,1,1,2,1,0.9347
0,1,0,1,0,1,2,0,0,0.9529
0,1,0,1,0,1,2,0,1,0.9529
0,1,0,1,0,1,2,1,0,0.9932
0,1,0,1,0,1,2,1,1,0.9932
0,1,0,1,0,1,2,2,0,0.9932
0,1,0,1,0,1,2,2,1,0.9932
0,1,0,1,1,0,1,0,0,0.9529
0,1,0,1,1,0,1,0,1,0.9529
0,1,0,1,1,0,1,1,0,0.9932
0,1,0,1,1,0,1,1,1,0.9994
0,1,0,1,1,0,1,2,0,0.9994
0,1,0,1,1,0,1,2,1,0.9994
0,1,0,1,1,0,2,0,0,0.9529
0,1,0,1,1,0,2,0,1,0.9529
0,1,0,1,1,0,2,1,0,0.9932
0,1,0,1,1,0,2,1,1,0.9932
0,1,0,1,1,0,2,2,0,0.9932
0,1,0,1,1,0,2,2,1,0.9932
0,1,0,1,1,1,1,0,0,0.9529
0,1,0,1,1,1,1,0,1,0.9529
0,1,0,1,1,1,1,1,0,0.9932
0,1,0,1,1,1,1,1,1,0.9991
0,1,0,1,1,1,1,2,0,0.9932
0,1,0,1,1,1,1,2,1,0.9991
0,1,0,1,1,1,2,0,0,0.9529
0,1,0,1,1,1,2,0,1,0.9529
0,1,0,1,1,1,2,1,0,0.9274
0,1,0,1,1,1,2,1,1,0.9932
0,1,0,1,1,1,2,2,0,0.9274
0,1,0,1,1,1,2,2,1,0.9932
0,1,1,0,0,0,1,0,0,0.9529
0,1,1,0,0,0,1,0,1,0.9529
0,1,1,0,0,0,1,1,0,0.9994
0,1,1,0,0,0,1,1,1,0.9994
0,1,1,0,0,0,1,2,0,0.9994
0,1,1,0,0,0,1,2,1,0.9994
0,1,1,0,0,0,2,0,0,0.9529
0,1,1,0,0,0,2,0,1,0.9529
0,1,1,0,0,0,2,1,0,0.9932
0,1,1,0,0,0,2,1,1,0.9932
0,1,1,0,0,0,2,2,0,0.9932
0,1,1,0,0,0,2,2,1,0.9932
0,1,1,0,0,1,1,0,0,0.9529
0,1,1,0,0,1,1,0,1,0.9529
0,1,1,0,0,1,1,1,0,0.9991
0,1,1,0,0,1,1,1,1,0.9943
0,1,1,0,0,1,1,2,0,0.9991
0,1,1,0,0,1,1,2,1,0.9943
0,1,1,0,0,1,2,0,0,0.9529
0,1,1,0,0,1,2,0,1,0.9529
0,1,1,0,0,1,2,1,0,0.9271
0,1,1,0,0,1,2,1,1,0.9089
0,1,1,0,0,1,2,2,0,0.9932
0,1,1,0,0,1,2,2,1,0.9089
0,1,1,0,1,0,1,0,0,0.9529
0,1,1,0,1,0,1,0,1,0.9529
0,1,1,0,1,0,1,1,0,0.9994
0,1,1,0,1,0,1,1,1,0.9994
0,1,1,0,1,0,1,2,0,0.9994
0,1,1,0,1,0,1,2,1,0.9994
0,1,1,0,1,0,2,0,0,0.9529
0,1,1,0,1,0,2,0,1,0.9529
0,1,1,0,1,0,2,1,0,0.9279
0,1,1,0,1,0,2,1,1,0.9932
0,1,1,0,1,0,2,2,0,0.9932
0,1,1,0,1,0,2,2,1,0.9932
0,1,1,0,1,1,1,0,0,0.9529
0,1,1,0,1,1,1,0,1,0.9529
0,1,1,0,1,1,1,1,0,0.9991
0,1,1,0,1,1,1,1,1,0.9943
0,1,1,0,1,1,1,2,0,0.9991
0,1,1,0,1,1,1,2,1,0.9943
0,1,1,0,1,1,2,0,0,0.9529
0,1,1,0,1,1,2,0,1,0.9529
0,1,1,0,1,1,2,1,0,0.9932
0,1,1,0,1,1,2,1,1,0.9274
0,1,1,0,1,1,2,2,0,0.9932
0,1,1,0,1,1,2,2,1,0.9274
0,1,1,1,0,0,1,0,0,0.9529
0,1,1,1,0,0,1,0,1,0.9529
0,1,1,1,0,0,1,1,0,0.9932
0,1,1,1,0,0,1,1,1,0.9994
0,1,1,1,0,0,1,2,0,0.9994
0,1,1,1,0,0,1,2,1,0.9994
0,1,1,1,0,0,2,0,0,0.9529
0,1,1,1,0,0,2,0,1,0.9529
0,1,1,1,0,0,2,1,0,0.9932
0,1,1,1,0,0,2,1,1,0.9932
0,1,1,1,0,0,2,2,0,0.9932
0,1,1,1,0,0,2,2,1,0.9932
0,1,1,1,0,1,1,0,0,0.9529
0,1,1,1,0,1,1,0,1,0.9529
0,1,1,1,0,1,1,1,0,0.9932
0,1,1,1,0,1,1,1,1,0.9943
0,1,1,1,0,1,1,2,0,0.9932
0,1,1,1,0,1,1,2,1,0.9943
0,1,1,1,0,1,2,0,0,0.9529
0,1,1,1,0,1,2,0,1,0.9529
0,1,1,1,0,1,2,1,0,0.9271
0,1,1,1,0,1,2,1,1,0.9089
0,1,1,1,0,1,2,2,0,0.9271
0,1,1,1,0,1,2,2,1,0.9089
0,1,1,1,1,0,1,0,0,0.9529
0,1,1,1,1,0,1,0,1,0.9529
0,1,1,1,1,0,1,1,0,0.9932
0,1,1,1,1,0,1,1,1,0.9994
0,1,1,1,1,0,1,2,0,0.9932
0,1,1,1,1,0,1,2,1,0.9994
0,1,1,1,1,0,2,0,0,0.9529
0,1,1,1,1,0,2,0,1,0.9529
0,1,1,1,1,0,2,1,0,0.9279
0,1,1,1,1,0,2,1,1,0.9932
0,1,1,1,1,0,2,2,0,0.9279
0,1,1,1,1,0,2,2,1,0.9932
0,1,1,1,1,1,1,0,0,0.9529
0,1,1,1,1,1,1,0,1,0.9529
0,1,1,1,1,1,1,1,0,0.9932
0,1,1,1,1,1,1,1,1,0.9943
0,1,1,1,1,1,1,2,0,0.9932
0,1,1,1,1,1,1,2,1,0.9943
0,1,1,1,1,1,2,0,0,0.9529
0,1,1,1,1,1,2,0,1,0.9529
0,1,1,1,1,1,2,1,0,0.9274
0,1,1,1,1,1,2,1,1,0.9274
0,1,1,1,1,1,2,2,0,0.9274
0,1,1,1,1,1,2,2,1,0.9274
1,0,0,0,0,0,1,0,0,0.9529
1,0,0,0,0,0,1,0,1,0.9529
1,0,0,0,0,0,1,1,0,0.9932
1,0,0,0,0,0,1,1,1,0.9932
1,0,0,0,0,0,1,2,0,0.9932
1,0,0,0,0,0,1,2,1,0.9932
1,0,0,0,0,0,2,0,0,0.9529
1,0,0,0,0,0,2,0,1,0.9529
1,0,0,0,0,0,2,1,0,0.9932
1,0,0,0,0,0,2,1,1,0.9932
1,0,0,0,0,0,2,2,0,0.9932
1,0,0,0,0,0,2,2,1,0.9932
1,0,0,0,0,1,1,0,0,0.9529
1,0,0,0,0,1,1,0,1,0.9529
1,0,0,0,0,1,1,1,0,0.9932
1,0,0,0,0,1,1,1,1,0.9932
1,0,0,0,0,1,1,2,0,0.9932
1,0,0,0,0,1,1,2,1,0.9932
1,0,0,0,0,1,2,0,0,0.9529
1,0,0,0,0,1,2,0,1,0.9529
1,0,0,0,0,1,2,1,0,0.9932
1,0,0,0,0,1,2,1,1,0.9932
1,0,0,0,0,1,2,2,0,0.9932
1,0,0,0,0,1,2,2,1,0.9932
1,0,0,0,1,0,1,0,0,0.9529
1,0,0,0,1,0,1,0,1,0.9529
1,0,0,0,1,0,1,1,0,0.9932
1,0,0,0,1,0,1,1,1,0.9932
1,0,0,0,1,0,1,2,0,0.9932
1,0,0,0,1,0,1,2,1,0.9932
1,0,0,0,1,0,2,0,0,0.9529
1,0,0,0,1,0,2,0,1,0.9529
1,0,0,0,1,0,2,1,0,0.9932
1,0,0,0,1,0,2,1,1,0.9932
1,0,0,0,1,0,2,2,0,0.9932
1,0,0,0,1,0,2,2,1,0.9932
1,0,0,0,1,1,1,0,0,0.9529
1,0,0,0,1,1,1,0,1,0.9529
1,0,0,0,1,1,1,1,0,0.9932
1,0,0,0,1,1,1,1,1,0.9932
1,0,0,0,1,1,1,2,0,0.9932
1,0,0,0,1,1,1,2,1,0.9932
1,0,0,0,1,1,2,0,0,0.9529
1,0,0,0,1,1,2,0,1,0.9529
1,0,0,0,1,1,2,1,0,0.9932
1,0,0,0,1,1,2,1,1,0.9932
1,0,0,0,1,1,2,2,0,0.9932
1,0,0,0,1,1,2,2,1,0.9932
1,0,0,1,0,0,1,0,0,0.9529
1,0,0,1,0,0,1,0,1,0.9529
1,0,0,1,0,0,1,1,0,0.9932
1,0,0,1,0,0,1,1,1,0.9932
1,0,0,1,0,0,1,2,0,0.9932
1,0,0,1,0,0,1,2,1,0.9932
1,0,0,1,0,0,2,0,0,0.9529
1,0,0,1,0,0,2,0,1,0.9529
1,0,0,1,0,0,2,1,0,0.9932
1,0,0,1,0,0,2,1,1,0.9932
1,0,0,1,0,0,2,2,0,0.9932
1,0,0,1,0,0,2,2,1,0.9932
1,0,0,1,0,1,1,0,0,0.9529
1,0,0,1,0,1,1,0,1,0.9529
1,0,0,1,0,1,1,1,0,0.9932
1,0,0,1,0,1,1,1,1,0.9932
1,0,0,1,0,1,1,2,0,0.9932
1,0,0,1,0,1,1,2,1,0.9932
1,0,0,1,0,1,2,0,0,0.9529
1,0,0,1,0,1,2,0,1,0.9529
1,0,0,1,0,1,2,1,0,0.9932
1,0,0,1,0,1,2,1,1,0.9932
1,0,0,1,0,1,2,2,0,0.9932
1,0,0,1,0,1,2,2,1,0.9932
1,0,0,1,1,0,1,0,0,0.9529
1,0,0,1,1,0,1,0,1,0.9529
1,0,0,1,1,0,1,1,0,0.9274
1,0,0,1,1,0,1,1,1,0.9932
1,0,0,1,1,0,1,2,0,0.9274
1,0,0,1,1,0,1,2,1,0.9932
1,0,0,1,1,0,2,0,0,0.9529
1,0,0,1,1,0,2,0,1,0.9529
1,0,0,1,1,0,2,1,0,0.9274
1,0,0,1,1,0,2,1,1,0.9932
1,0,0,1,1,0,2,2,0,0.9274
1,0,0,1,1,0,2,2,1,0.9932
1,0,0,1,1,1,1,0,0,0.9529
1,0,0,1,1,1,1,0,1,0.9529
1,0,0,1,1,1,1,1,0,0.9932
1,0,0,1,1,1,1,1,1,0.9932
1,0,0,1,1,1,1,2,0,0.9932
1,0,0,1,1,1,1,2,1,0.9932
1,0,0,1,1,1,2,0,0,0.9529
1,0,0,1,1,1,2,0,1,0.9529
1,0,0,1,1,1,2,1,0,0.9276
1,0,0,1,1,1,2,1,1,0.9932
1,0,0,1,1,1,2,2,0,0.9276
1,0,0,1,1,1,2,2,1,0.9932
1,0,1,0,0,0,1,0,0,0.9529
1,0,1,0,0,0,1,0,1,0.9529
1,0,1,0,0,0,1,1,0,0.9932
1,0,1,0,0,0,1,1,1,0.9932
1,0,1,0,0,0,1,2,0,0.9932
1,0,1,0,0,0,1,2,1,0.9932
1,0,1,0,0,0,2,0,0,0.9529
1,0,1,0,0,0,2,0,1,0.9529
1,0,1,0,0,0,2,1,0,0.9268
1,0,1,0,0,0,2,1,1,0.9932
1,0,1,0,0,0,2,2,0,0.9932
1,0,1,0,0,0,2,2,1,0.9932
1,0,1,0,0,1,1,0,0,0.9529
1,0,1,0,0,1,1,0,1,0.9529
1,0,1,0,0,1,1,1,0,0.9932
1,0,1,0,0,1,1,1,1,0.9932
1,0,1,0,0,1,1,2,0,0.9932
1,0,1,0,0,1,1,2,1,0.9932
1,0,1,0,0,1,2,0,0,0.9529
1,0,1,0,0,1,2,0,1,0.9529
1,0,1,0,0,1,2,1,0,0.9275
1,0,1,0,0,1,2,1,1,0.9932
1,0,1,0,0,1,2,2,0,0.9932
1,0,1,0,0,1,2,2,1,0.9932
1,0,1,0,1,0,1,0,0,0.9529
1,0,1,0,1,0,1,0,1,0.9529
1,0,1,0,1,0,1,1,0,0.9932
1,0,1,0,1,0,1,1,1,0.9932
1,0,1,0,1,0,1,2,0,0.9932
1,0,1,0,1,0,1,2,1,0.9932
1,0,1,0,1,0,2,0,0,0.9529
1,0,1,0,1,0,2,0,1,0.9529
1,0,1,0,1,0,2,1,0,0.9278
1,0,1,0,1,0,2,1,1,0.9932
1,0,1,0,1,0,2,2,0,0.9278
1,0,1,0,1,0,2,2,1,0.9932
1,0,1,0,1,1,1,0,0,0.9529
1,0,1,0,1,1,1,0,1,0.9529
1,0,1,0,1,1,1,1,0,0.9932
1,0,1,0,1,1,1,1,1,0.9932
1,0,1,0,1,1,1,2,0,0.9932
1,0,1,0,1,1,1,2,1,0.9932
1,0,1,0,1,1,2,0,0,0.9529
1,0,1,0,1,1,2,0,1,0.9529
1,0,1,0,1,1,2,1,0,0.9275
1,0,1,0,1,1,2,1,1,0.9932
1,0,1,0,1,1,2,2,0,0.9932
1,0,1,0,1,1,2,2,1,0.9932
1,0,1,1,0,0,1,0,0,0.9529
1,0,1,1,0,0,1,0,1,0.9529
1,0,1,1,0,0,1,1,0,0.9275
1,0,1,1,0,0,1,1,1,0.9932
1,0,1,1,0,0,1,2,0,0.9275
1,0,1,1,0,0,1,2,1,0.9932
1,0,1,1,0,0,2,0,0,0.9529
1,0,1,1,0,0,2,0,1,0.9529
1,0,1,1,0,0,2,1,0,0.9268
1,0,1,1,0,0,2,1,1,0.9932
1,0,1,1,0,0,2,2,0,0.9268
1,0,1,1,0,0,2,2,1,0.9932
1,0,1,1,0,1,1,0,0,0.9529
1,0,1,1,0,1,1,0,1,0.9529
1,0,1,1,0,1,1,1,0,0.9932
1,0,1,1,0,1,1,1,1,0.9932
1,0,1,1,0,1,1,2,0,0.9932
1,0,1,1,0,1,1,2,1,0.9932
1,0,1,1,0,1,2,0,0,0.9529
1,0,1,1,0,1,2,0,1,0.9529
1,0,1,1,0,1,2,1,0,0.9275
1,0,1,1,0,1,2,1,1,0.9932
1,0,1,1,0,1,2,2,0,0.9275
1,0,1,1,0,1,2,2,1,0.9932
1,0,1,1,1,0,1,0,0,0.9529
1,0,1,1,1,0,1,0,1,0.9529
1,0,1,1,1,0,1,1,0,0.9274
1,0,1,1,1,0,1,1,1,0.9932
1,0,1,1,1,0,1,2,0,0.9274
1,0,1,1,1,0,1,2,1,0.9932
1,0,1,1,1,0,2,0,0,0.9529
1,0,1,1,1,0,2,0,1,0.9529
1,0,1,1,1,0,2,1,0,0.9278
1,0,1,1,1,0,2,1,1,0.9932
1,0,1,1,1,0,2,2,0,0.9278
1,0,1,1,1,0,2,2,1,0.9932
1,0,1,1,1,1,1,0,0,0.9529
1,0,1,1,1,1,1,0,1,0.9529
1,0,1,1,1,1,1,1,0,0.9932
1,0,1,1,1,1,1,1,1,0.9932
1,0,1,1,1,1,1,2,0,0.9932
1,0,1,1,1,1,1,2,1,0.9932
1,0,1,1,1,1,2,0,0,0.9529
1,0,1,1,1,1,2,0,1,0.9529
1,0,1,1,1,1,2,1,0,0.9275
1,0,1,1,1,1,2,1,1,0.9932
1,0,1,1,1,1,2,2,0,0.9275
1,0,1,1,1,1,2,2,1,0.9932
1,1,0,0,0,0,1,0,0,0.9529
1,1,0,0,0,0,1,0,1,0.9529
1,1,0,0,0,0,1,1,0,0.9932
1,1,0,0,0,0,1,1,1,0.9932
1,1,0,0,0,0,1,2,0,0.9932
1,1,0,0,0,0,1,2,1,0.9932
1,1,0,0,0,0,2,0,0,0.9529
1,1,0,0,0,0,2,0,1,0.9529
1,1,0,0,0,0,2,1,0,0.9932
1,1,0,0,0,0,2,1,1,0.9932
1,1,0,0,0,0,2,2,0,0.9932
1,1,0,0,0,0,2,2,1,0.9932
1,1,0,0,0,1,1,0,0,0.9529
1,1,0,0,0,1,1,0,1,0.9529
1,1,0,0,0,1,1,1,0,0.9932
1,1,0,0,0,1,1,1,1,0.9932
1,1,0,0,0,1,1,2,0,0.9932
1,1,0,0,0,1,1,2,1,0.9932
1,1,0,0,0,1,2,0,0,0.9529
1,1,0,0,0,1,2,0,1,0.9529
1,1,0,0,0,1,2,1,0,0.9932
1,1,0,0,0,1,2,1,1,0.9258
1,1,0,0,0,1,2,2,0,0.9932
1,1,0,0,0,1,2,2,1,0.9258
1,1,0,0,1,0,1,0,0,0.9529
